,char,IndvRawFrequency,cumulativeRawFrequency,Pinyin,English,kDefinition,kHanyuPinyin,kMandarin,kTotalStrokes,kSimplifiedVariant,ucn
3495,龋,1040,99.540332542345,qu3,decayed teeth/dental caries,tooth decay,,qǔ,17,,U+9F8B
3496,嗒,1038,99.540868965315,ta4/da1,to despair,absent-minded,"10650.020:tà,dā,da",dā,12,,U+55D2
3497,咀,1037,99.5414048715,ju3,chew,"suck; chew, masticate",10599.170:jǔ,jǔ,8,,U+5480
3498,祺,1034,99.541939227329,qi2,felicity,"good luck, good fortune",42401.240:qí,qí,12,,U+797A
3499,锚,1033,99.542473066373,mao2,anchor,anchor,,máo,13,,U+951A
3500,匾,1033,99.543006905417,bian3/pian2,"a tablet/a board with an inscription/a sign hung above a door, basket-couch in coffin","flat, round split-bamboo contain",10088.030:biǎn,biǎn,11,,U+533E
3501,乓,1032,99.543540227676,pang1,bang (onomat.),used with “ping” (U+4E52 乒) for “ping pong”,10038.040:pāng,pāng,6,,U+4E53
3502,萃,1032,99.544073549935,cui4,collect/collection/dense/grassy/thick/assemble/gather,"dense, thick, close-set; to collect together",53238.050:cuì,cuì,11,,U+8403
3503,贻,1032,99.544606872194,yi2,bequeath,"give to, hand down, bequeath",,yí,9,,U+8D3B
3504,揖,1031,99.545139677668,yi1,greet (by raising the joined hands),"salute, bow; defer to, yield","31916.010:yī,jí",yī,12,,U+63D6
3505,觑,1031,99.545672483142,qu4,to spy/watch for,"peep at; watch, spy on",,qù,15,,U+89D1
3506,吝,1030,99.546204771831,lin4,stingy,"stingy, miserly, parsimonious",10594.040:lìn,lìn,7,,U+541D
3507,憔,1030,99.546737060519,qiao2,haggard,"be worn-out, emaciated, haggard",42355.050:qiáo,qiáo,15,,U+6194
3508,羌,1029,99.547268832423,qiang1,educated/name of a tribe/strong,Qiang nationality; surname,53125.030:qiāng,qiāng,7,,U+7F8C
3509,诲,1028,99.547800087541,hui4,admonish/instruct,"teach, instruct; encourage, urge",,huì,9,,U+8BF2
3510,砾,1028,99.54833134266,li4,gravel/small stone,"gravel, pebbles",,lì,10,,U+783E
3511,蠕,1028,99.548862597778,ru2,to squirm/to wiggle/to wriggle,"to squirm, wriggle",42900.030:rú,rú,20,,U+8815
3512,肴,1026,99.549392819326,yao2,"mixed/viands, meat dishes",cooked or prepared meat,32049.170:yáo,yáo,8,U+80B4,U+80B4
3513,撩,1025,99.549922524089,liao1/liao2,"lift up (skirt)/pull up (sleeve), stitch/take/tease","lift up, raise; leave, depart","31955.020:liáo,liǎo,lào,liāo,liào",liāo,15,,U+64A9
3514,坍,1015,99.550447061001,tan1,collapse,collapse; landslide,10425.050:tān,tān,7,,U+574D
3515,酥,1014,99.550971081128,su1,flaky,"butter; flaky, crispy, light, fluffy",63579.010:sū,sū,12,,U+9165
3516,袅,1012,99.551494067684,niao3,delicate/graceful,curling upwards; wavering gently,,niǎo,10,,U+8885
3517,黝,1010,99.55201602067,you3,black/dark green,black,"74748.020:yǒu,yī",yǒu,17,,U+9EDD
3518,俾,1007,99.552536423301,bi3,to cause/to enable,"so that, in order that; to cause; (Cant.) to give (synonymous with Mandarin 給)","10180.020:bǐ,bì,bēi,pì",bǐ bì,10,,U+4FFE
3519,嫣,1005,99.553055792361,yan1,captivating,"charming, fascinating; gay",21079.010:yān,yān,14,,U+5AE3
3520,穹,1004,99.553574644636,qiong2,arched/lofty/vast,high and vast; elevated; arched,"42721.030:qióng,qiōng,kōng",qióng,8,,U+7A79
3521,秧,1003,99.554092980126,yang1,shoots/sprouts,"rice seedlings, young rice plants",42599.060:yāng,yāng,10,,U+79E7
3522,妊,1001,99.554610282046,ren4,be pregnant,"conceive, be pregnant","21031.060:rèn,rén",rèn,7,,U+598A
3523,溉,1000,99.555127067181,gai4,irrigate,"water, irrigate, flood; wash","31689.050:gài,xiè",gài,12,,U+6E89
3524,鹊,999,99.55564333553,que4,magpie,magpie; Pica species (various),,què,13,,U+9E4A
3525,聿,999,99.55615960388,yu4,introductory part./pen,"writing brush, pencil; thereupon; Kangxi radical 129",53166.010:yù,yù,6,,U+807F
3526,疙,998,99.556675355444,ge1,pimple/wart,"pimple, sore, boil, wart, pustule","42660.130:yì,gē",gē,8,,U+7599
3527,蘑,998,99.557191107008,mo2,mushroom,type of edible mushroom,53328.070:mó,mó,19,,U+8611
3528,睾,996,99.557705825003,gao1,bank/marsh/testicles,testicle,"10042.050:gāo,hào",gāo,14,,U+777E
3529,楷,994,99.558219509426,kai3,norm/model/(writing),model style of Chinese writing,"21246.130:jiè,kǎi",kǎi,13,,U+6977
3530,酵,992,99.55873216028,jiao4,yeast,"yeast, leaven",63582.080:jiào,jiào,14,,U+9175
3531,茹,992,99.559244811134,ru2,eat/rubicene (chem.),roots; vegetables; eat; bear,53211.110:rú,rú,9,,U+8339
3532,锌,992,99.559757461987,xin1,zinc,"zinc (element 30, Zn)",,xīn,12,,U+950C
3533,滇,991,99.560269596056,dian1,Yunnan,Yunnan province,"31694.060:diān,tián,zhēn",diān,13,,U+6EC7
3534,辗,990,99.560781213339,zhan3/nian3,roll over on side/turn half over,"turn over, roll",,niǎn,14,,U+8F97
3535,纂,990,99.561292830622,zuan3,compile,"edit, compile; topknot, chignon",53463.120:zuǎn,zuǎn,20,,U+7E82
3536,圭,988,99.561803414335,gui1,jade tablet,jade pointed at top,10418.050:guī,guī,6,,U+572D
3537,幔,988,99.562313998048,man4,curtain,"curtain, screen, tent",10752.030:màn,màn,14,,U+5E54
3538,褒,987,99.562824064976,bao1,to praise,"praise, commend, honor, cite",,bāo,15,,U+8912
3539,揍,986,99.563333615119,zou4,beat up/break to pieces,"hit, beat; smash, break","31911.040:còu,zòu",zòu,12,,U+63CD
3540,诽,985,99.563842648477,fei3,slander,"slander, vilify, condemn",,fěi,10,,U+8BFD
3541,倔,985,99.564351681834,jue2/jue4,crabby/tough,"stubborn, obstinate, intransigent; firm","10185.040:jué,juè",jué,10,,U+5014
3542,腓,984,99.564860198407,fei2,calf of leg/decay/protect,calf; avoid; be ill; wither,32087.010:féi,féi,12,,U+8153
3543,颉,984,99.565368714979,xie2/jie2,(surname)/fly upwards/neck,"fly upward, soar; contest",,jié,12,,U+9889
3544,锄,981,99.565875681196,chu2,a hoe/to hoe or dig/to weed/get rid of,hoe; eradicate,,chú,12,,U+9504
3545,嗔,979,99.566381613843,chen1,to be angry at,"be angry at, scold, rebuke","10665.090:tián,chēn",chēn,13,,U+55D4
3546,磺,978,99.566887029705,huang2,sulfur,sulphur; brimstone,"42451.050:kuàng,gǒng,huáng",huáng,16,,U+78FA
3547,攒,977,99.567391928782,cuan2/zan3,"bring together, collect/hoard","save, hoard",,zǎn,19,,U+6512
3548,瘩,974,99.567895277503,da2,sore/boil/scab,pimples,"42683.070:dá,da",da,14,,U+7629
3549,雳,974,99.568398626224,li4,clap of thunder,"thunderclap, crashing thunder",,lì,12,,U+96F3
3550,吆,973,99.56890145816,yao1,shout,"bawl, yell, shout, cry out",10584.120:yāo,yāo,6,,U+5406
3551,悚,973,99.569404290096,song3,frightened,"afraid, scared, frightened",42303.030:sǒng,sǒng,10,,U+609A
3552,墩,972,99.569906605247,dun1,block/gate pillar/pier,"heap, mound, block of stone",10488.190:dūn,dūn,15,,U+58A9
3553,彝,972,99.570408920398,yi2,normal nature of man/rule,"Yi (nationality); tripod, wine vessel; rule",20962.180:yí,yí,18,,U+5F5D
3554,囱,968,99.570909168408,cong1,window/chimney,chimney,"10715.060:chuāng,cōng",cōng,7,,U+56F1
3555,逍,968,99.571409416418,xiao1,leisurely/easy-going,"ramble, stroll, jaunt, loiter",63840.060:xiāo,xiāo,10,,U+900D
3556,辄,967,99.571909147644,zhe2,sides of chariot where weapons,sides of chariot where weapons,,zhé,11,,U+8F84
3557,桅,966,99.572408362084,wei2,mast,mast of ship,"21203.010:wéi,guǐ",wéi,10,,U+6845
3558,俨,966,99.572907576524,yan3,majestic/dignified,"grave, respectful, majestic",,yǎn,9,,U+4FE8
3559,纶,965,99.573406274179,lun2,classify/silk thread/twist silk,green silk thread or tassel,,lún,7,,U+7EB6
3560,悸,964,99.573904455049,ji4,afraid,"fearful, apprehensive, perturbed",42316.010:jì,jì,11,,U+60B8
3561,殃,964,99.574402635918,yang1,calamity,"misfortune, disaster, calamity",21383.170:yāng,yāng,9,,U+6B83
3562,帧,962,99.574899783218,zheng4/zhen1,frame/one of a pair (scrolls)/picture,"picture, scroll; one of pair of",,zhèng,9,,U+5E27
3563,俐,960,99.575395896947,li4,clever,"smooth; active; clever, sharp",10162.120:lì,lì,9,,U+4FD0
3564,绮,958,99.575890977106,qi3,beautiful/open-work silk,"fine thin silk; elegant, beautiful",,qǐ,11,,U+7EEE
3565,袒,957,99.57638554048,tan3,to bare,strip; lay bare; bared; naked,"53082.110:tǎn,zhàn",tǎn,10,,U+8892
3566,籽,957,99.576880103854,zi3,seeds,"seed, pip, pit, stone",53142.070:zǐ,zǐ,9,,U+7C7D
3567,孰,956,99.577374150443,shu2,who/which/what,who? which? what? which one?,21016.140:shú,shú,11,,U+5B70
3568,愫,952,99.577866129891,su4,guileless/sincere,"guileless, sincere, honest",42335.100:sù,sù,13,,U+612B
3569,拌,950,99.578357075769,ban4,to mix/mix in/to toss (a salad),mix,"31858.020:pān,bàn",bàn,8,,U+62CC
3570,橙,946,99.578845954506,cheng2,orange tree/the color orange/orange,orange,"21297.050:chéng,dèng",chéng,16,,U+6A59
3571,暨,946,99.579334833244,ji4,and/reach to/the end,"and; attain, reach; confines","21531.070:jì,jiè",jì,14,,U+66A8
3572,敖,945,99.579823195196,ao2,ramble,"ramble, play about; leisurely; surname","21456.130:áo,ào",áo,10,,U+6556
3573,赘,945,99.580311557148,zhui4,superfluous,"unnecessary, superfluous",,zhuì,14,,U+8D58
3574,抉,944,99.580799402315,jue2,dig/pick,"choose, select; gouge, pluck out",31844.060:jué,jué,7,,U+6289
3575,淤,943,99.581286730697,yu1,silt,"mud, sediment; clog up, silt up",31660.010:yū,yū,11,,U+6DE4
3576,剌,943,99.581774059079,la2/la4,"to slash, cruel/obstinate","slash, cut in two; contradict","10339.060:là,lá",lá,9,,U+524C
3577,娼,943,99.582261387461,chang1,prostitute,"prostitute, harlot",21057.150:chāng,chāng,11,,U+5A3C
3578,顼,942,99.582748199058,xu4/xu1,grieved/anxious,grieved,,xū,10,,U+987C
3579,葵,941,99.58323449387,kui2,sunflower,sunflower; measure,53258.140:kuí,kuí,12,,U+8475
3580,哝,941,99.583720788682,nong2,garrulous,whisper,,nóng,9,,U+54DD
3581,酣,939,99.584206049923,han1,intoxicated,enjoy intoxicants,"63577.090:hān,hàn",hān,12,,U+9163
3582,麓,939,99.584691311164,lu4,foot of a hill,foothill,74732.020:lù,lù,19,,U+9E93
3583,钵,938,99.585176055621,bo1,alms bowl/small earthenware basin,earthenware basin; alms bowl,,bō,10,,U+94B5
3584,琅,938,99.585660800077,lang2,(gem)/tinkling of pendants,a variety of white carnelian; pure,"21118.120:láng,làng",láng,11,,U+7405
3585,簸,937,99.586145027748,bo3/bo4,"to winnow, dust pan/toss (as waves)",winnower,"53020.050:bǒ,bò",bǒ,19,,U+7C38
3586,禾,936,99.586628738634,he2,cereal/grain,grain still on stalk; rice plant,42588.010:hé,hé,5,,U+79BE
3587,铢,936,99.58711244952,zhu1,forty-eighth part of a tael,"unit of weight, one twenty-fourth of a Chinese ounce (liang)",,zhū,11,,U+94E2
3588,璧,929,99.58759254291,bi4,piece of jade with hole in center,piece of jade with hole in it,21142.160:bì,bì,18,,U+74A7
3589,娠,928,99.588072119515,shen1,pregnant,pregnant,21050.090:shēn,shēn,10,,U+5A20
3590,彗,926,99.58855066255,hui4,comet,broomstick; comet,"20961.100:huì,suì",huì,11,,U+5F57
3591,惋,925,99.5890286888,wan3,"regret, be sorry/alarmed","regret, be sorry; alarmed",42319.050:wǎn,wǎn,11,,U+60CB
3592,腋,925,99.589506715049,ye4,armpit,armpit,32090.050:yè,yè,12,,U+814B
3593,螂,925,99.589984741299,lang2,dragonfly/mantis,"mantis, dung beetle",42866.080:láng,láng,14,,U+8782
3594,阪,924,99.590462250763,ban3,a slope/hillside,hillside farmland; slope,64117.120:bǎn,bǎn,6,U+5742,U+962A
3595,掣,922,99.590938726657,che4,pull/obstruct/hinder/draw,"drag, pull; hinder by pulling back",31889.040:chè,chè,12,,U+63A3
3596,劾,922,99.591415202552,he2,impeach,"examine into, impeach, charge","10370.020:hé,kài",hé,8,,U+52BE
3597,沥,918,99.591889611305,li4,drip,"trickle, drip; strain; dregs",,lì,7,,U+6CA5
3598,粱,918,99.592364020059,liang2,sorghum,better varieties of millet,53149.120:liáng,liáng,13,,U+7CB1
3599,嚓,918,99.592838428812,cha1,,a cracking or snapping sound,"10697.150:cā,chā",cā,17,,U+5693
3600,惮,916,99.593311803996,dan4,dread/fear/dislike,"dread, shrink from, shirk, fear",,dàn,11,,U+60EE
3601,氖,915,99.593784662394,nai3,neon,"neon (element 10, Ne)",32010.050:nǎi,nǎi,6,,U+6C16
3602,捎,913,99.594256487222,shao1,bring or take (along),to select; to take; to carry,"31881.040:shāo,shǎo,xiāo,qiào,shào",shāo,10,,U+634E
3603,羔,911,99.59472727848,gao1,lamb,"lamb, kid",53128.050:gāo,gāo,10,,U+7F94
3604,俟,910,99.595197552952,si4,until/wait for,"wait for, wait until, as soon as","10168.030:sì,qí",qí,9,,U+4FDF
3605,渲,906,99.595665760284,xuan4,wash (color),add repeated washes of color,31687.030:xuàn,xuàn,12,,U+6E32
3606,榄,905,99.596133450831,lan3,olive,olive,,lǎn,13,,U+6984
3607,茧,904,99.596600624593,jian3,cocoon,"cocoon; callus, blister","53203.070:chóng,jiǎn",jiǎn,9,,U+8327
3608,霓,903,99.597067281569,ni2,rainbow,"rainbow; variegated, colored",64067.160:ní,ní,16,,U+9713
3609,鹉,901,99.597532904976,wu3,parrot,species of parrot,,wǔ,13,,U+9E49
3610,胥,901,99.597998528382,xu1,all/assist/to store,"all, together, mutually","32064.100:xū,xǔ",xū,9,,U+80E5
3611,琶,900,99.598463635003,pa2,(mus. instr.),guitar-like instrument,21119.080:pá,pá,12,,U+7436
3612,撬,900,99.598928741624,qiao4,to lift,"lift, raise; pry open",31959.020:qiào,qiào,15,,U+64AC
3613,橘,900,99.599393848246,ju2,tangerine,"orange, tangerine",21297.080:jú,jú,16,,U+6A58
3614,醫,899,99.599858438082,yi1,,"cure, heal; doctor, medical","63595.090:yī,yǐ",yī,18,U+533B,U+91AB
3615,拈,898,99.600322511133,nian1,,pick up with fingers; draw lots,"31851.020:niān,niǎn,diān",niān,8,,U+62C8
3616,笆,896,99.600785550613,ba1,an article made of bamboo strips/fence,bamboo fence,52952.130:bā,bā,10,,U+7B06
3617,痊,893,99.601247039738,quan2,recover (from illness),"be healed, be cured; recover",42672.050:quán,quán,11,,U+75CA
3618,亟,893,99.601708528864,ji2/qi4,"urgent, repeatedly/frequently","urgently, immediately, extremely","10055.070:jí,qì",jí,8,,U+4E9F
3619,渭,892,99.602169501204,wei4,name of a river,name of a river in Shanxi,31677.030:wèi,wèi,12,,U+6E2D
3620,狙,891,99.602629956759,ju1,(ape)/to spy/lie in ambush,"an ape, monkey; to spy, watch for; to lie",21339.080:jū,jū,8,,U+72D9
3621,珂,889,99.603089378744,ke1,jade-like stone,inferior kind of jade,21105.180:kē,kē,9,,U+73C2
3622,刨,888,99.603548283943,bao4/pao2,"a plane/to plane/level or make smooth, a plane/to plane, eliminate/to dig/to question","carpenter's plane; plane, level","10331.030:páo,bào",páo,7,,U+5228
3623,蜕,886,99.604006155572,tui4,exuviae of insects or reptiles,molt,"42857.110:tuì,yuè",tuì,13,,U+8715
3624,谚,884,99.604462993631,yan4,proverb,"proverb, maxim",,yàn,11,,U+8C1A
3625,憧,883,99.604919314905,chong1,irresolute/unsettled,"irresolute, indecisive; yearn for","42356.060:chōng,zhuàng",chōng,15,,U+61A7
3626,瞟,883,99.605375636179,piao3,cast a glance,glare at; look askance at; squint,"42509.140:piǎo,piào,piāo",piǎo,16,,U+779F
3627,馒,881,99.605830923883,man2,steamed bread,steamed bread; steamed dumplings,,mán,14,,U+9992
3628,拗,881,99.606286211587,ao4/niu4,"bend/break in two, stubborn/contrary","to pull, drag, break off, to pluck (a flower); bent, warped; perverse, obstinate","31862.060:ǎo,ào,niù,yù",ǎo,8,,U+62D7
3629,帚,878,99.606739948935,zhou3,broom,"broom, broomstick",10735.100:zhǒu,zhǒu,8,,U+5E1A
3630,钗,878,99.607193686283,chai1,hairpin,ornamental hairpin,,chāi,8,,U+9497
3631,哧,877,99.607646906846,chi1,,sound of ripping or giggling,"10625.010:xià,hè,chī",chī,10,,U+54E7
3632,喋,877,99.608100127409,die2,flowing flood/to chatter,"nag; chatter, babble, twitter","10649.100:dié,zhá,qiè",dié,12,,U+558B
3633,箫,874,99.608551797617,xiao1,(flute)/pan pipes/xiao - a vertical bamboo flute,bamboo flute,,xiāo,14,,U+7BAB
3634,刁,871,99.609001917469,diao1,artful/wicked,"tricky, sly, crafty, cunning",10320.020:diāo,diāo,2,,U+5201
3635,怦,869,99.609451003751,peng1,impulsive,"eager, ardent, impulsive; anxious",42284.090:pēng,pēng,8,,U+6026
3636,缭,867,99.609899056463,liao2,lines for a sail/wind round,"wind round, rap around, bind",,liáo,15,,U+7F2D
3637,迥,866,99.61034659239,jiong3,distant,"distant, far; separated; different",63824.020:jiǒng,jiǒng,8,,U+8FE5
3638,湄,866,99.610794128316,mei2,brink/edge,"water's edge, shore, bank",31690.070:méi,méi,12,,U+6E44
3639,磐,864,99.611240630673,pan2,firm/stable/rock,"large rock, boulder; firm",42448.040:pán,pán,15,,U+78D0
3640,渝,864,99.611687133029,yu2,Chongqing,change; chongqing,31681.120:yū,yú,12,,U+6E1D
3641,冗,863,99.6121331186,rong3,extraneous,excessive; superfluous,,rǒng,4,,U+5197
3642,闵,863,99.612579104171,min3,(surname)/feel compassion for,"mourn, grieve; urge on, incite",,mǐn,7,,U+95F5
3643,噶,862,99.613024572957,ga2,(phonetic),used in transliterations,"10681.080:gé,gá",gá,15,,U+5676
3644,黏,862,99.613470041744,nian2,sticky,"stick to; glutinous, sticky; glue",74760.110:nián,nián,17,,U+9ECF
3645,蕃,860,99.613914476959,fan2/fan1,flourishing/to reproduce,foreign things,"53293.130:fán,fān,pí,bō",fān,15,,U+8543
3646,弼,858,99.614357878605,bi4,assist,"aid, assist, help; correct",20999.130:bì,bì,12,,U+5F3C
3647,驿,858,99.61480128025,yi4,remount stations,relay station,,yì,8,,U+9A7F
3648,淄,857,99.615244165111,zi1,black/name of a river,river in Shandong province,31665.080:zī,zī,11,,U+6DC4
3649,饺,856,99.615686533186,jiao3,dumplings with meat filling,stuffed dumplings,,jiǎo,9,,U+997A
3650,踞,854,99.616127867691,ju4,be based upon/squat,"crouch, squat; sit, occupy",63720.050:jù,jù,15,,U+8E1E
3651,韬,854,99.616569202196,tao1,bow case/to cover,"sheath, scabbard, bow case",,tāo,14,,U+97EC
3652,婷,853,99.617010019916,ting2,graceful,pretty; attractive; graceful,21068.070:tíng,tíng,12,,U+5A77
3653,唆,852,99.617450320851,suo1,incite/suck,"make mischief, incite, instigate","10635.070:suō,shuà",suō,10,,U+5506
3654,蜒,852,99.617890621785,yan2,slug,millipede,"42849.140:yán,yàn,dàn",yán,12,,U+8712
3655,偎,850,99.61832988915,wei1,to cuddle,"cling to, cuddle, embrace, fondle",10191.020:wēi,wēi,11,,U+504E
3656,榨,849,99.618768639729,zha4,salted vegetable/to extract,to press or extract juices; a press to extract juices; a vegetable,21270.030:zhà,zhà,14,,U+69A8
3657,漉,849,99.619207390309,lu4,strain liquids,"filter, strain; wet, dripping",31728.010:lù,lù,14,,U+6F09
3658,碉,848,99.619645624103,diao1,Tibetan stone house,room made of stone; watchtower,42439.050:diāo,diāo,13,,U+7889
3659,皈,848,99.620083857897,gui1,comply with/follow,"follow, comply with",42647.070:guī,guī,9,,U+7688
3660,矜,848,99.620522091691,jin1,boast/esteem/sympathize,"pity, feel sorry for, show sympathy","42764.060:qín,jīn,guān",jīn,9,,U+77DC
3661,笈,847,99.6209598087,ji2,trunks (for books),bamboo box used carry books,52948.110:jí,jí,9,,U+7B08
3662,枷,845,99.621396492139,jia1,cangue,cangue scaffold,"21190.060:jiā,jià",jiā,9,,U+67B7
3663,鲨,845,99.621833175578,sha1,shark,shark,,shā,15,,U+9CA8
3664,蹑,844,99.622269342231,nie4,chase/step/tread,"tread, step on; follow, track",,niè,17,,U+8E51
3665,瀚,842,99.622704475315,han4,ocean/vastness,"vast, wide, extensive",31782.010:hàn,hàn,19,,U+701A
3666,酪,840,99.623138574828,lao4,Chinese cream/cheese,"cream, cheese; koumiss","63581.120:lào,luò,lù",lào,13,,U+916A
3667,谑,840,99.623572674341,xue4,,jeer,,xuè,11,,U+8C11
3668,癖,840,99.624006773854,pi3,habit/hobby,"craving, weakness for; indigestion",42700.200:pǐ,pǐ,18,,U+7656
3669,烬,837,99.624439323012,jin4,ashes/embers,"cinders, ashes, embers; remnants",,jìn,10,U+70EC,U+70EC
3670,揩,837,99.62487187217,kai1,wipe,"rub and wipe, dust, clean","31914.030:kāi,jiá",kāi,12,,U+63E9
3671,炙,837,99.625304421327,zhi4,broil,"roast, broil; toast; cauterize",32192.160:zhì,zhì,8,,U+7099
3672,蜷,837,99.625736970485,quan2,Melania libertina/wriggle (as a worm),creep like a worm; curl one's body,"42865.150:quán,juǎn",quán,14,,U+8737
3673,侏,836,99.626169002858,zhu1,dwarf,"small, little, tiny, dwarf","10148.090:zhū,zhōu",zhū,8,,U+4F8F
3674,凋,835,99.626600518445,diao1,withered,"be withered, fallen; exhausted",10299.070:diāo,diāo,10,,U+51CB
3675,漪,833,99.627031000462,yi1,ripple,ripples on water; swirling,31727.020:yī,yī,14,,U+6F2A
3676,悻,832,99.627460965694,xing4,angry,"anger, vexation; angry, indignant",42313.050:xìng,xìng,11,,U+60BB
3677,蹋,826,99.627887830215,ta4,step on,"step on, tread on; stumble, slip",63728.100:tà,tà,17,,U+8E4B
3678,讪,826,99.628314694737,shan4,abuse/slander,"abuse, slander; vilify; ridicule",,shàn,5,,U+8BAA
3679,搐,823,99.628740008903,chu4,lead/pull,"cramp, spasm, convulsion; twitch",31936.040:chù,chù,13,,U+6410
3680,碘,823,99.629165323068,dian3,iodine,"iodine (element 53, I)",42437.100:diǎn,diǎn,13,,U+7898
